id,Source,Target,Reference,Orig-Nasal-As-Line,Orig-Nasal-As-Tilde
4069,Ye' kèq éqlpa tã' .,Yo no tengo hermanas .,JaraAprendamos pg086,,Ye’ kë̀ ë́lpa tã’.
4070,Ye' kèq kutápa tã' .,Yo no tengo hermanas .,JaraAprendamos pg086,,Ye’ kë̀ kutápa tã’.
4071,Ye' kèq náxũpa tã' .,Yo no tengo tíos .,JaraAprendamos pg086,,Ye’ kë̀ nã́ũpa tã’.
4072,Ye' kèq yéqlapa tã' .,Yo no tengo tíos .,JaraAprendamos pg086,,Ye’ kë̀ yë́lapa tã’.
4073,Ye' kèq míxlapa tã' .,Yo no tengo tías .,JaraAprendamos pg086,,Ye’ kë̀ mĩ́lapa tã’.
4074,Ye' kèq yéqchkepa tã' .,Yo no tengo tías .,JaraAprendamos pg086,,Ye’ kë̀ yë́chkepa tã’.
4075,Alí dör Anastasia ẽnã Silverio alà .,Alí es el hijo de Anastasia y Silverio .,JaraAprendamos pg167,,Alí dör Anastasia enã Silverio alà.
4076,Anastasia dör Alí axmìx .,Anastasia es la mamá de Alí .,JaraAprendamos pg167,,Anastasia dör Alí mĩ̀.
4077,Silverio dör Alí yéq .,Silverio es papá de Alí .,JaraAprendamos pg167,,Silverio dör Alí yë́.
4078,Alí dör Hernán éql .,Alí es el hermano de Hernán .,JaraAprendamos pg167,,Alí dör Hernán ë́l.
4079,Alí dör Sebastiana akèq .,Alí es el hermano de Sebastiana .,JaraAprendamos pg167,,Alí dör Sebastiana akë̀.
4080,Sabino dör Alí dawa' .,Sabino es el cuñado de Alí .,JaraAprendamos pg167,,Sabino dör Alí dawa'.
4081,Mónica dör Alí dabòqköt .,Mónica es la cuñada de Alí .,JaraAprendamos pg167,,Mónica dör Alí dabö̀köt.
4082,Valeria dör Alí aláköl .,Valeria es la esposa de Alí .,JaraAprendamos pg167,,Valeria dör Alí aláköl.
4083,Dulytãmĩ dör Alí ẽnã Valeria alà .,Dulytãmĩ es la hija de Alí y Valeria .,JaraAprendamos pg167,,Dulytãmĩ dör Alí enã Valeria alà.
4084,Sebastiana dör Hernán kutà .,Sebastiana es la hermana de Hernán .,JaraAprendamos pg167,,Sebastiana dör Hernán kutà.
4085,I ĩùxtóq,Responda,JaraAprendamos pg167,,I ĩũ̀tö́
4086,Bìtöm be' tö kàlwóqlö sãwèx ?,Cuántos troncos ves ?,JaraAprendamos pg167,,Bìtöm be' tö kàlwö́lö sãwẽ̀?
4087,Ye' tö kàlwölo sãwèx bòqtöm .,Yo veo dos troncos .,JaraAprendamos pg167,,Ye' tö kàlwölo sãwẽ̀ bö̀töm.
4088,Bíl se' tso' dióqköl ã ?,Cuántas personas hay en el dibujo ?,JaraAprendamos pg167,,Bíl se' tso' diö́köl ã?
4089,Dióqköl ã se' tso' skéxl .,En el dibujo hay cinco personas .,JaraAprendamos pg167,,Diö́köl ã se' tso' skẽ́l.
4090,Bìk be' tö bola sãwèx ?,Cuántas bolas ves ?,JaraAprendamos pg167,,Bìk be' tö bola sãwẽ̀?
4091,Ye' tö bola sãwèx èk .,Yo veo una bola .,JaraAprendamos pg167,,Ye' tö bola sãwẽ̀ èk.
4092,Bíl ẽ' yawòqkblapa tso' aula ã ?,Cuántos estudiantes hay en el aula ?,JaraAprendamos pg167,,Bíl ẽ' yawö̀kblapa tso' aula ã?
4093,Aula ã ẽ' yawòqkblapa tso' mãñáxl .,En el aula hay tres estudiantes .,JaraAprendamos pg167,,Aula ã ẽ' yawö̀kblapa tso' mãñã́l.
4094,Ímã i chè bribri ã ?,Cómo se dice en bribri ?,JaraAprendamos pg167,,Ímã i chè bribri ã?
4095,Kalòqte ã pë' tso' wòqkĩla .,En el baile había poca gente .,JaraAprendamos pg167,,Kalö̀te ã pë' tso' wö̀kĩla.
4096,Kalòqte ã se' tso' wòqkĩla .,En el baile había poca gente .,JaraAprendamos pg167,,Kalö̀te ã se' tso' wö̀kĩla.
4097,Alàralar wéxlè chkòq tãîx .,Algunos niños comen mucho .,JaraAprendamos pg167,,Alàralar wẽ́lè chkö̀ tã́ĩ.
4098,Dióqköl ã dakarò tso' tsée .,En el dibujo hay varias gallinas .,JaraAprendamos pg167,,Diö́köl ã krò tso' tsée.
4099,Awápa ulìtãnẽ tsòq .,Todos los médicos cantan .,JaraAprendamos pg167,,Awápa ulìtãnẽ tsö̀.
4100,Awápa ulìtãnẽ tsòqke .,Todos los médicos cantan .,JaraAprendamos pg167,,Awápa ulìtãnẽ tsö̀ke.
4101,Aula ã ẽ' yawök̀blapa tso' tãîx .,En la clase hay muchos estudiantes .,JaraAprendamos pg167,,Aula ã ẽ' yawök̀blapa tso' tã́ĩ.
4102,I ĩùxtóq : Kòxs be' kĩ dawás tso' ?,Responda: Cuántos años tiene ?,JaraAprendamos pg167,,I ĩũ̀tö́: Kõ̀s be' kĩ dawás tso'?
4103,Ye' kĩ dawás tso' 21 .,Tengo 21 años .,JaraAprendamos pg167,,Ye' kĩ dawás tso' 21.
4104,só èt,una cucharacha,JaraAprendamos pg167,,só èt
4105,káx tkéql,cuatro días,JaraAprendamos pg167,,kṍ tchë́l
4106,aláköl èköl,una mujer,JaraAprendamos pg167,,aláköl èköl
4107,awápa mãñáxl,tres médicos,JaraAprendamos pg167,,awápa mãñã́l
4108,pë' sũlìxtu,nueve personas,JaraAprendamos pg167,,pë' sũlĩ̀tu
4109,nãmùx tkèqtöm,cuatro tigres,JaraAprendamos pg167,,nãmũ̀ tchë̀töm
4110,buà bòqtöm,dos iguanas,JaraAprendamos pg167,,buà bö̀töm
4111,dawás èk,un año,JaraAprendamos pg167,,dawás èk
4112,ù skéxl,cinco casas,JaraAprendamos pg167,,ù skẽ́l
4113,wéqpa kúl,siete hombres,JaraAprendamos pg167,,wë́pa kúl
4114,dù tèröl,seis pájaros,JaraAprendamos pg167,,dù tèröl
4115,kàl mãñáxlka,tres árboles,JaraAprendamos pg168,,kàl mãñã́lka
4116,skóxmóxköl pàktöm,ocho cerbatanas,JaraAprendamos pg168,,skṍmṍköl pàktöm
4117,alàralar wòqkĩla,pocos niños,JaraAprendamos pg168,,alàralar wö̀kĩla
4118,chãmùx tkéqlyuwak,cuatro racimos de banano,JaraAprendamos pg168,,chãmũ̀ tchë́lyuwak
4119,mãñàxtökicha,tres veces,JaraAprendamos pg168,,mãñã̀tökicha
4120,kua'kua wéxlè,algunas mariposas,JaraAprendamos pg168,,kua'kua wẽ́lè
4121,se' bíl ?,cuántas personas ?,JaraAprendamos pg168,,se' bíl?
4122,wìxkepa ulìtãnẽ,todas las viejitas,JaraAprendamos pg168,,wĩ̀kepa ulìtãnẽ
4123,ẽ' yawòqkblapa tsée,varios estudiantes,JaraAprendamos pg168,,ẽ' yawö̀kblapa tsée
4124,sĩõ' bòqt,dos piedras planas,JaraAprendamos pg168,,sĩõ' bö̀t
4125,sĩõ' bòqk,dos piedras redondas,JaraAprendamos pg168,,sĩõ' bö̀k
4126,Ímã i chè bribri ã ?,Cómo se dice en bribri ?,JaraAprendamos pg168,,Ímã i chè bribri ã?
4127,Ye' náxũpa tã' mãñáxl .,Yo tengo tres tíos maternos .,JaraAprendamos pg168,,Ye' nã́ũpa tã' mãñã́l.
4128,Ye' tö kàl sãwèx skéxlka dióqköl ã .,Veo cinco árboles de pie en el dibujo .,JaraAprendamos pg168,,Ye' tö kàl sãwẽ̀ skẽ́lka diö́köl ã.
4129,Se' mìxke kãnèxblök se' .,Nosotros vamos a trabajar con siete familiares .,JaraAprendamos pg168,,Se' mĩ̀ke kãnẽ̀balök se'.
4130,Se' kãnèxblòqke se' yàmĩpa kúl tã .,Nosotros vamos a trabajar con siete familiares .,JaraAprendamos pg168,,Se' kãnẽ̀balö̀ke se' yàmĩpa kúl tã.
4131,Ye' tso' uyèqjkuö àxritsök mãñàxt .,Estoy leyendo tres libros .,JaraAprendamos pg168,,Ye' tso' yë́jkuö õ̀rtsök mãñã̀t.
4132,Awápa káxwötã tsök tkéqtokicha .,Los médicos tienen que cantar cuatro veces .,JaraAprendamos pg168,,Awápa kṍwötã tsök tchë́tokicha.
4133,Ímã i chè bribri ã ?,Cómo se dice en bribri ?,JaraAprendamos pg168,,Ímã i chè bribri ã?
4134,dabòm bòqyök kíx skéxl,veinticinco,JaraAprendamos pg168,,dabòm bö̀yök kĩ́ skẽ́l
4135,dabòm mãñàxyök kíx kúl,treinta y siete,JaraAprendamos pg168,,dabòm mãñã̀yök kĩ́ kúl
4136,dabòm skéxyök kíx bòqt,cincuenta y dos,JaraAprendamos pg168,,dabòm skẽ́yök kĩ́ bö̀t
4137,dabòm kúlyök kíx sũlìxtu,setenta y nueve,JaraAprendamos pg168,,dabòm kúlyök kĩ́ sũlĩ̀tu
4138,dabòm pàryök kíx et,ochenta y uno,JaraAprendamos pg168,,dabòm pàryök kĩ́ et
4139,Bríbriwak siwõ',El mundo de los bribris,JaraAprendamos pg089,,Bríbriwak siwõ'
4140,Íyiwak tulur kóxbata ã .,Los animales están en la montaña .,JaraAprendamos pg090,,Íyiwak tulur kṍbata ã.
4141,Wéqm tso' ù ã .,Hay un hombre en la casa .,JaraAprendamos pg090,,Wë́m tso’ ù ã.
4142,Wéqpa tso' ù ã .,Hay hombres en la casa .,JaraAprendamos pg090,,Wë́pa tso’ ù ã.
4143,Dù tso' kàlula kĩ .,Hay pájaros sobre la rama .,JaraAprendamos pg090,,Dù tso’ kàlula kĩ.
4144,Alákölpa tso' tãîx ù ã .,Hay muchas mujeres en la casa .,JaraAprendamos pg090,,Alákölpa tso’ tã́ĩ ù ã.
4145,Alákölpa tso' skéxl ù ã .,Hay cinco mujeres en la casa .,JaraAprendamos pg090,,Alákölpa tso’ skẽ́l ù ã.
4146,Ye' tso' bua'ë .,Estoy muy bien .,JaraAprendamos pg090,,Ye’ tso’ bua’ë.
4147,Alí tso' dawèie .,Alí está enfermo .,JaraAprendamos pg090,,Alí tso’ dawèie.
4148,Ye' tso' kãnèxblök .,Estoy trabajando .,JaraAprendamos pg091,,Ye’ tso’ kãnẽ̀balök.
4149,Ie'pa tso' ali' kuátkök .,Ellos están sembrando yuca .,JaraAprendamos pg091,,Ie’pa tso’ ali’ kuátchök.
4150,Dù kèq kũ kàlula kĩ .,No hay pájaros sobre la rama .,JaraAprendamos pg091,,Dù kë̀ kũ kàlula kĩ.
4151,Alí kèq kũ dawèie .,Alí no está enfermo .,JaraAprendamos pg091,,Alí kë̀ kũ dawèie.
4152,Ie'pa kèq kũ ali' kuátkök .,Ellos no están sembrando yuca .,JaraAprendamos pg091,,Ie’pa kë̀ kũ ali’ kuátchök.
4153,Chìchi tër ñãlàx jkö .,El perro está echado al borde del camino .,JaraAprendamos pg091,,Chìchi tër ñõlõ̀ jkö.
4154,Alí dur Hernán òxmĩk .,Alí está parado a la par de Hernán .,JaraAprendamos pg091,,Alí dur Hernán õ̀mĩk.
4155,Wìm ar kàlula mĩk .,El mono congo está colgado de la rama .,JaraAprendamos pg091,,Wìm ar kàlula mĩk.
4156,Àsh ar i kalòq mĩk .,El limón está colgando de su tallo .,JaraAprendamos pg091,,Àsh ar i kalö̀ mĩk.
4157,Dù tkër kàlula kĩ .,El pájaro está posado sobre la rama .,JaraAprendamos pg091,,Dù tchër kàlula kĩ.
4158,Dù kèq kũ tkër kàlula kĩ .,El pájaro no está posado sobre la rama .,JaraAprendamos pg091,,Dù kë̀ kũ tchër kàlula kĩ.
4159,Alà bùsi dur pizarra wóqrkĩ .,La muchachita está parada frente a la pizarra .,JaraAprendamos pg092,,Alà bùsi dur pizarra wö́rkĩ.
4160,Ie'pa ièqtẽn bus kínũk .,Ellos están parados esperando el bus .,JaraAprendamos pg092,,Ie’pa ië̀tẽn bus kínũk.
4161,Alà bùsi dur pizarra wóqrkĩ .,La muchachita está parada frente a la pizarra .,JaraAprendamos pg092,,Alà bùsi dur pizarra wö́rkĩ.
4162,Chìchi dur kãñíxk ã .,El perro está parado afuera .,JaraAprendamos pg092,,Chìchi dur kãñĩ́k ã.
4163,Ùx tulur mesa kĩ .,Las ollas están en la mesa .,JaraAprendamos pg093,,Ũ̀ tulur mesa kĩ.
4164,Aláköl tkër kula' kĩ . Kula' tkër íxs kĩ .,La mujer está sentada en una banca . La banca está en el suelo .,JaraAprendamos pg093,,Aláköl tchër kula’ kĩ. Kula’ tchër ĩ́s kĩ.
4165,Ẽ' yawòqkblapa tulur aula ã .,Los estudiantes están en el aula .,JaraAprendamos pg093,,Ẽ’ yawö̀kblapa tulur aula ã.
4166,Wéqm i' tkër íxs kĩ .,Este hombre está sentado en el suelo .,JaraAprendamos pg093,,Wë́m i’ tchër ĩ́s kĩ.
4167,Ù tẽr tsìxnẽt .,La casa está cerca .,JaraAprendamos pg093,,Ù tẽr tsĩ̀nẽt.
4168,Ikuwòq kuá tulur tèq ã .,Las matas de maíz están en la milpa .,JaraAprendamos pg093,,Ikuwö̀ kuá tulur të̀ ã.
4169,Talók tër di' jkö .,El lagarto está a la orilla del río .,JaraAprendamos pg094,,Talók tër di’ jkö.
4170,Trini tër akõ' kĩ .,Trini está acostada en la cama .,JaraAprendamos pg094,,Trini tër akõ’ kĩ.
4171,Uyèqjkuö tkèqtẽn akõ' kĩ .,Los libros están sobre la cama .,JaraAprendamos pg094,,Yë́jkuö tchë̀tẽn akõ’ kĩ.
4172,Chìchi tër íxs kĩ .,El perro está acostado en el suelo .,JaraAprendamos pg094,,Chìchi tër ĩ́s kĩ.
4173,Sàl ar bòqtom kàlula mĩk .,Dos monos están colgados de la rama .,JaraAprendamos pg094,,Sàl ar bö̀tom kàlula mĩk.
4174,Alákölpa tkèqnĩk di' ã .,Las mujeres están en el río .,JaraAprendamos pg094,,Alákölpa tchë̀nĩk di’ ã.
4175,Bìk àsh ar i kalòq mĩk ?,Cuántos limones cuelgan del tallo ?,JaraAprendamos pg094,,Bìk àsh ar i kalö̀ mĩk?
4176,Bìk àsh tkèqnĩk i kalòq mĩk ?,Cuántos limones cuelgan del tallo ?,JaraAprendamos pg094,,Bìk àsh tchë̀nĩk i kalö̀ mĩk?
4177,Àsh ar èk i kalòq mĩk .,Un limón cuelga de su tallo .,JaraAprendamos pg094,,Àsh ar èk i kalö̀ mĩk.
4178,Awá kapòq ar kàl bóqlka mĩk .,La hamaca del médico cuelga de dos árboles .,JaraAprendamos pg095,,Awá kapö̀ ar kàl bö́lka mĩk.
4179,Kàl tkèqnĩk mãñáxlka ù wóqrkĩ .,Hay tres árboles frente a la casa .,JaraAprendamos pg095,,Kàl tchë̀nĩk mãñã́lka ù wö́rkĩ.
4180,Dióqköl bàtsul akõ' mĩk .,El cuadro está pegado de la pared .,JaraAprendamos pg095,,Diö́köl bàtsul akõ’ mĩk.
4181,Tíxska mãñàxtöm bàtsulur akõ' mĩk .,Tres escaleras están recostadas en la pared .,JaraAprendamos pg095,,Tĩ́ska mãñã̀töm bàtsulur akõ’ mĩk.
4182,Ie'pa ièqtẽn bus kínũk .,Ellos están de pie esperando el bus .,JaraAprendamos pg095,,Ie’pa ië̀tẽn bus kínũk.
4183,kãñíxk ã,en la selva,JaraAprendamos pg096,,kãñĩ́k ã
4184,Ttòq póxlĩ skà,otras palabras nuevas,JaraAprendamos pg096,,Ttö̀ pṍlĩ skà
4185,Alà dur inùxk .,El niño está jugando de pie .,JaraAprendamos pg097,,Alà dur inũ̀k.
4186,Alàralar ièqtẽn inùxk .,Los niños están jugando de pie .,JaraAprendamos pg097,,Alàralar ië̀tẽn inũ̀k.
4187,"Aû , alà kèq kũ dur inùxk .","No , el niño no está jugando de pie .",JaraAprendamos pg097,,"Áù, alà kë̀ kũ dur inũ̀k."
4188,Wéqpa tso' bóql kãñíxk ã .,Hay dos hombres afuera .,JaraAprendamos pg098,,Wë́pa tso’ bö́l kãñĩ́k ã.
4189,Wéqpa bóql ièqtẽn kãñíxk ã .,Los dos hombres están afuera .,JaraAprendamos pg098,,Wë́pa bö́l ië̀tẽn kãñĩ́k ã.
4190,Alà tkër ñã' ñũk .,El niño está sentado comiendo tamal de elote .,JaraAprendamos pg098,,Alà tchër ñã’ ñũk.
4191,Alà tö ñã' ñèx tkër .,El niño come sentado tamal de elote .,JaraAprendamos pg098,,Alà tö ñã’ ñẽ̀ tchër.
4192,Kabèq ar kapòqk kapòq ã .,El muchacho está durmiendo en la hamaca .,JaraAprendamos pg098,,Kabë̀ ar kapö̀k kapö̀ ã.
4193,Kabèq kapòq ar kapòq ã .,El muchacho duerme en la hamaca .,JaraAprendamos pg098,,Kabë̀ kapö̀ ar kapö̀ ã.
4194,Awá mẽr i akõ' kĩ éxnũk .,El médico está descansando en su tapesco .,JaraAprendamos pg098,,Awá mẽr i akõ’ kĩ ẽ́nũk.
4195,Buà mẽr kàlula kĩ .,La iguana está sobre la rama .,JaraAprendamos pg098,,Buà mẽr kàlula kĩ.
4196,Buà dapárke kàlula kĩ .,Las iguanas están sobre la rama .,JaraAprendamos pg098,,Buà dapárke kàlula kĩ.
4197,Dù tkër kalula kĩ .,El pájaro está sobre la rama .,JaraAprendamos pg099,,Dù tchër kalula kĩ.
4198,Dù mẽr i ù ã .,El pájaro está en su nido .,JaraAprendamos pg099,,Dù mẽr i ù ã.
4199,Tchabèq mãlíxtsule kàl mĩk .,La serpiente está arrollada en el árbol .,JaraAprendamos pg099,,Tchabë̀ mãlĩ́tsule kàl mĩk.
4200,Ttòq póxlĩ,palabras nuevas,JaraAprendamos pg099,,Ttö̀ pṍlĩ
4201,Wìxke tkër ikuwòq wök .,La viejita está sentada,JaraAprendamos pg168,,Wĩ̀ke tchër ikuwö̀ wök.
4202,Wìxkepa tulur ikuwòq wök .,Las viejitas están sentadas moliendo maíz .,JaraAprendamos pg168,,Wĩ̀kepa tulur ikuwö̀ wök.
4203,Tsawì tẽr i ùk ã .,El armadillo está metido en su cueva .,JaraAprendamos pg168,,Tsawì tẽr i ùk ã.
4204,Tsawì tulur i ùk ã .,Los armadillos están metidos en su cueva .,JaraAprendamos pg168,,Tsawì tulur i ùk ã.
4205,Tchabèq tkèqtẽn mãñàxtöm ñãlàx kĩ .,Tres culebras están sobre el camino .,JaraAprendamos pg168,,Tchabë̀ tchë̀tẽn mãñã̀töm ñõlõ̀ kĩ.
4206,Tchabèq tër ètöm ñãlàx kĩ .,Una culebra está sobre el camino .,JaraAprendamos pg168,,Tchabë̀ tër ètöm ñõlõ̀ kĩ.
4207,Buà bàtsul kàl mĩk .,La iguana está en el árbol .,JaraAprendamos pg168,,Buà bàtsul kàl mĩk.
4208,Buà bàtsulur kàl mĩk .,Las iguanas están en el árbol .,JaraAprendamos pg168,,Buà bàtsulur kàl mĩk.
4209,Buà dapárke kàlula kĩ .,Las iguanas están sobre la rama .,JaraAprendamos pg169,,Buà dapárke kàlula kĩ.
4210,Buà mẽr kàlula kĩ .,La iguana está sobre la rama .,JaraAprendamos pg169,,Buà mẽr kàlula kĩ.
4211,Awá tkër kãnèxblök .,El médico está estaba sentado trabajando .,JaraAprendamos pg169,,Awá tchër kãnẽ̀balök.
4212,Awá kèq kũ tkër kãnèxblök .,El médico no está sentado trabajando .,JaraAprendamos pg169,,Awá kë̀ kũ tchër kãnẽ̀balök.
4213,Alàralar tulur tkéql ñã' ñũk .,Cuatro niños están sentados comiendo tamal de elote .,JaraAprendamos pg169,,Alàralar tulur tchë́l ñã' ñũk.
4214,Alà tkër èköl nã' ñũk .,Un niño está comiendo tamal de elote .,JaraAprendamos pg169,,Alà tchër èköl nã' ñũk.
4215,"Aû , alà kèq kũ tkër nã' ñũk .","No , el niño no está comiendo tamal de elote .",JaraAprendamos pg169,,"Áù, alà kë̀ kũ tchër nã' ñũk."
4216,Tàyë dur ùx alök .,La señora está cocinando .,JaraAprendamos pg169,,Tàyë dur ũ̀ alök.
4217,Tàyëpa ièqtẽn ùx alök .,Las señoras están cocinando .,JaraAprendamos pg169,,Tàyëpa ië̀tẽn ũ̀ alök.
4218,"Aû , tàyëpa kèq kũ ìèqtẽn ùx alök .","No , las señoras no están cocinando .",JaraAprendamos pg169,,"Áù, tàyëpa kë̀ kũ ìë̀tẽn ũ̀ alök."
4219,Pë' tulur kòqchi chakà katök .,La gente está sentada comiendo carne de cerdo .,JaraAprendamos pg169,,Pë' tulur kö̀chi chakà katök.
4220,Pë' tkër èköl kòqchi chakà katök .,Una persona está sentada comiendo carne de cerdo .,JaraAprendamos pg169,,Pë' tchër èköl kö̀chi chakà katök.
4221,"Aû , pë' kèq kũ tkër kòqchi chakà katök .","No , la gente no está sentada comiendo carne de cerdo .",JaraAprendamos pg169,,"Áù, pë' kë̀ kũ tchër kö̀chi chakà katök."
4222,Kàl ar élka ñãlàx jkö .,Hay un árbol a la orilla del camino .,JaraAprendamos pg169,,Kàl ar élka ñõlõ̀ jkö.
4223,Àshali tkèqnĩk bòqk i kalòq mĩk .,Hay dos naranjas colgando de su tallo .,JaraAprendamos pg169,,Àshali tchë̀nĩk bö̀k i kalö̀ mĩk.
4224,Dù tulur tsée kàlula kĩ .,Hay varios pájaros posados en la rama .,JaraAprendamos pg169,,Dù tulur tsée kàlula kĩ.
4225,Talók tkèqtẽn tkèqtöm di' jkö .,Hay cuatro lagartos a la orilla del río .,JaraAprendamos pg169,,Talók tchë̀tẽn tchë̀töm di' jkö.
4226,Dióqköl bàtsul èt akõ' mĩk .,Hay un retrato pegado de la pared .,JaraAprendamos pg169,,Diö́köl bàtsul èt akõ' mĩk.
4227,Ímã i wà i chè ?,Qué significa eso ?,JaraAprendamos pg169,,Ímã i wà i chè?
4228,Alákölpa tkèqnĩk di' ã .,Las mujeres están en el río .,JaraAprendamos pg169,,Alákölpa tchë̀nĩk di' ã.
4229,Chìchi dur ye' òxmĩk .,El perro está a la par mía .,JaraAprendamos pg169,,Chìchi dur ye' õ̀mĩk.
4230,Ie'pa bàtsul akõ' mĩk .,Ellos están recostados en la pared .,JaraAprendamos pg169,,Ie'pa bàtsul akõ' mĩk.
4231,Síkua tkër ù wóqrkĩ .,El extranjero está frente a la casa .,JaraAprendamos pg169,,Síkua tchër ù wö́rkĩ.
4232,Talók tẽr dóqchaka ã .,El lagarto está metido en el barro .,JaraAprendamos pg169,,Talók tẽr dö́chaka ã.
4233,Kula' tulur kúl aula ã .,Siete bancas están en el aula .,JaraAprendamos pg170,,Kula' tulur kúl aula ã.
4234,Be' alà dur di' wóqrkĩ .,Tu hijo está frente al río .,JaraAprendamos pg170,,Be' alà dur di' wö́rkĩ.
4235,Dù mẽr i ù ã .,El pájaro está en su nido .,JaraAprendamos pg170,,Dù mẽr i ù ã.
4236,Silverio tkër kula' kĩ .,Silverio está sentado en el banco .,JaraAprendamos pg170,,Silverio tchër kula' kĩ.
4237,Ye' tso' ye' ù ã Kadije tã .,Estoy en mi casa con Kadije .,JaraAprendamos pg170,,Ye' tso' ye' ù ã Kadije tã.
4238,Hernán tso' kãñíxk ã chìchi tã .,Hernán está afuera con el perro .,JaraAprendamos pg170,,Hernán tso' kãñĩ́k ã chìchi tã.
4239,Kóxbata ã kàl tkèqnĩk tãîx .,En la montaña hay muchos árboles .,JaraAprendamos pg170,,Kṍbata ã kàl tchë̀nĩk tã́ĩ.
4240,Nãmùx tkër ù òxmĩk .,El tigre está sentado junto a la casa .,JaraAprendamos pg170,,Nãmũ̀ tchër ù õ̀mĩk.
4241,Mesa kalòq tulur íyök ã .,Las patas de la mesa están enterradas en la tierra .,JaraAprendamos pg170,,Mesa kalö̀ tulur íyök ã.
4242,Ù ã pë' ièqtẽn tãîx .,En la casa estaban de pie muchas personas,JaraAprendamos pg170,,Ù ã pë' ië̀tẽn tã́ĩ.
4243,Íyiwak ẽnã i éqltë .,Animales y su clase .,JaraAprendamos pg102,,Íyiwak enã i ë́ltë.
4244,Ẽ' yawóq .,Aprenda .,JaraAprendamos pg102,,Ẽ’ yawö́.
4245,Íyiwak ẽnã i éqltë,Animales y su clase,JaraAprendamos pg102,,Íyiwak enã i ë́ltë
4246,Dù dör shtát éqltë : dù èt,Las aves son de la clase plana : un pájaro,JaraAprendamos pg103,,Dù dör shtát ë́ltë : dù èt
4247,Dukúr dör shtát éqltë .,El murciélago es de la clase plana .,JaraAprendamos pg103,,Dukúr dör shtát ë́ltë.
4248,Kàlwak dör shtát éqltë añìxes : kàlwak èt,Los insectos también son de la clase plana : un insecto,JaraAprendamos pg103,,Kàlwak dör shtát ë́ltë añĩ̀es : kàlwak èt
4249,Íyiwak kalòqka,Animales con patas,JaraAprendamos pg103,,Íyiwak kalö̀ka
4250,Íyiwak kalòqka i' dör batsìx éqltë .,Estos animales con patas son de clase alargada .,JaraAprendamos pg103,,Íyiwak kalö̀ka i’ dör batsĩ̀ ë́ltë.
4251,nãmùx ètöm,un tigre,JaraAprendamos pg103,,nãmũ̀ ètöm
4252,kàsir ètöm,un saíno,JaraAprendamos pg103,,kàsir ètöm
4253,nãĩ' bòqtöm,dos dantas,JaraAprendamos pg104,,nãĩ’ bö̀töm
4254,urrì mãñàxtöm,tres osos hormigueros,JaraAprendamos pg104,,urrì mãñã̀töm
4255,Íyiwak kalòqka i' dör batsìx éqltë .,Estos animales con patas son de clase alargada .,JaraAprendamos pg104,,Íyiwak kalö̀ka i’ dör batsĩ̀ ë́ltë.
4256,Sàl dör íyiwak kalòqka . Ie'pa dör batsìx éqltë añìxes .,Los monos son animales con patas . Ellos son de clase alargada .,JaraAprendamos pg105,,Sàl dör íyiwak kalö̀ka. Ie’pa dör batsĩ̀ ë́ltë añĩ̀es.
4257,wìm ètöm,un mono congo,JaraAprendamos pg105,,wìm ètöm
4258,"Íyiwak i' kèq dör kalòqka , èrë i dör batsìx éqltë añìxes : tkabèq ètöm .","Estos animales no son animales con patas , pero también son de clase alargada: Una serpiente",JaraAprendamos pg106,,"Íyiwak i’ kë̀ dör kalö̀ka, èrë i dör batsĩ̀ ë́ltë añĩ̀es: tchabë̀ ètöm."
4259,Íyiwak kalòqka skà dör tsaníx éqltë .,Otros animales con patas son de la clase redonda .,JaraAprendamos pg106,,Íyiwak kalö̀ka skà dör tsanĩ́ ë́ltë.
4260,Íyiwak i' dör tsaníx éqltë añìxes .,Estos animales también son de clase redonda .,JaraAprendamos pg106,,Íyiwak i’ dör tsanĩ́ ë́ltë añĩ̀es.
4261,sĩnàx èk,un perezoso,JaraAprendamos pg106,,sĩnã̀ èk
4262,sawéq èk,un conejo,JaraAprendamos pg106,,sawë́ èk
4263,pulèq èk,un caracol,JaraAprendamos pg106,,pulë̀ èk
4264,kuèq èk,una tortuga,JaraAprendamos pg106,,kuë̀ èk
4265,Ẽ' yawóq : kiè ẽnã i éqlté .,Aprenda: sustantivos y su clase .,JaraAprendamos pg107,,Ẽ’ yawö́: kiè enã i ë́lté.
4266,Ye' dakarò tã' mãñàxt .,Yo tengo tres gallinas .,JaraAprendamos pg107,,Ye’ krò tã’ mãñã̀t.
4267,Ye' wã dakarò tso' mãñàxt .,Yo tengo tres gallinas .,JaraAprendamos pg107,,Ye’ wã krò tso’ mãñã̀t.
4268,Íyiwak kalòqka tãîx dör batsìx éqltë .,Muchos animales con patas son de la clase alargada .,JaraAprendamos pg110,,Íyiwak kalö̀ka tã́ĩ dör batsĩ̀ ë́ltë.
4269,Íyiwak skà dör tsaníx éqltë .,Otros animales son de la clase redonda .,JaraAprendamos pg111,,Íyiwak skà dör tsanĩ́ ë́ltë.
4270,Íyi tsaníx kiè éqltë .,Nombres de la clase redonda .,JaraAprendamos pg111,,Íyi tsanĩ́ kiè ë́ltë.
4271,Ye' yàmĩpa tã' dabòm èyök kíx bóql aula ã .,Tengo doce compañeros en la clase .,JaraAprendamos pg113,,Ye’ yàmĩpa tã’ dabòm èyök kĩ́ bö́l aula ã.
4272,Ímã i chè bribri ã ?,Cómo se dice en bribri ?,,,Ímã i chè bribri ã?
